,CellID,ExpType,RecMode,Sweep,SweepCount,Peak,Tail,AvgPeak,AvgTail,AmpNARatioDepol,AmpNARatioMgFree,,,,
1458,20110513C1,MgFree,EPSC70MinusCNQMgFree,44,12,-13.52409,-6.523597,-15.2902675263,-4.9937269895,0.3271780478,0.1669275754,,,,
1459,20110513C1,MgFree,EPSC70MinusCNQMgFree,46,13,-11.32573,-2.98178,-15.2902675263,-4.9937269895,0.3271780478,0.1669275754,,,,
1460,20110513C1,MgFree,EPSC70MinusCNQMgFree,47,14,-18.44831,-6.245806,-15.2902675263,-4.9937269895,0.3271780478,0.1669275754,,,,
1461,20110513C1,MgFree,EPSC70MinusCNQMgFree,48,15,-26.11462,-8.247165,-15.2902675263,-4.9937269895,0.3271780478,0.1669275754,,,,
1462,20110513C1,MgFree,EPSC70MinusCNQMgFree,49,16,-19.52827,-11.78778,-15.2902675263,-4.9937269895,0.3271780478,0.1669275754,,,,
1463,20110513C1,MgFree,EPSC70MinusCNQMgFree,50,17,-21.03872,-5.677573,-15.2902675263,-4.9937269895,0.3271780478,0.1669275754,,,,
1464,20110513C1,MgFree,EPSC70MinusCNQMgFree,51,18,-13.21333,-4.377969,-15.2902675263,-4.9937269895,0.3271780478,0.1669275754,,,,
1465,20110513C1,MgFree,EPSC70MinusCNQMgFree,52,19,-22.21883,-10.12536,-15.2902675263,-4.9937269895,0.3271780478,0.1669275754,,,,
1466,20110523C1,MgFree,EPSC70MinusPre,6,1,-192.0353,-5.767784,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1467,20110523C1,MgFree,EPSC70MinusPre,7,2,-103.2271,-5.730636,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1468,20110523C1,MgFree,EPSC70MinusPre,8,3,-140.4609,-4.834216,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1469,20110523C1,MgFree,EPSC70MinusPre,9,4,-56.80681,-6.632349,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1470,20110523C1,MgFree,EPSC70MinusPre,10,5,-101.4309,-2.590195,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1471,20110523C1,MgFree,EPSC70MinusPre,11,6,-85.5739,-2.735909,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1472,20110523C1,MgFree,EPSC70MinusPre,12,7,-105.0574,-6.345429,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1473,20110523C1,MgFree,EPSC70MinusPre,13,8,-86.28591,-2.532014,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1474,20110523C1,MgFree,EPSC70MinusPre,14,9,-134.6241,-2.951959,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1475,20110523C1,MgFree,EPSC70MinusPre,15,10,-113.0861,-5.287546,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1476,20110523C1,MgFree,EPSC70MinusPre,16,11,-65.83533,-2.02916,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1477,20110523C1,MgFree,EPSC70MinusPre,17,12,-117.6183,-8.073782,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1478,20110523C1,MgFree,EPSC70MinusPre,18,13,-119.1351,-5.898377,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1479,20110523C1,MgFree,EPSC70MinusPre,19,14,-129.828,-2.523745,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1480,20110523C1,MgFree,EPSC70MinusPre,20,15,-123.9163,-3.310204,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1481,20110523C1,MgFree,EPSC70MinusPre,21,16,-98.0403,-3.7635,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1482,20110523C1,MgFree,EPSC70MinusPre,22,17,-118.4577,-2.088832,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1483,20110523C1,MgFree,EPSC70MinusPre,23,18,-178.979,-5.431307,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1484,20110523C1,MgFree,EPSC70MinusPre,24,19,-146.8947,-6.088822,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1485,20110523C1,MgFree,EPSC70MinusPre,25,20,-146.4431,-6.737765,-118.1868125,-4.56767655,0.3389390351,0.1729280791,,,,
1486,20110523C1,MgFree,EPSC70MinusCNQMgFree,25,1,-18.77541,-9.56608,-20.4378184615,-6.1505868462,0.3389390351,0.1729280791,,,,
1487,20110523C1,MgFree,EPSC70MinusCNQMgFree,26,2,-19.7475,-5.275042,-20.4378184615,-6.1505868462,0.3389390351,0.1729280791,,,,
1488,20110523C1,MgFree,EPSC70MinusCNQMgFree,27,3,-22.89833,-6.043545,-20.4378184615,-6.1505868462,0.3389390351,0.1729280791,,,,
1489,20110523C1,MgFree,EPSC70MinusCNQMgFree,29,4,-25.08888,-6.415603,-20.4378184615,-6.1505868462,0.3389390351,0.1729280791,,,,
1490,20110523C1,MgFree,EPSC70MinusCNQMgFree,30,5,-24.34207,-7.600593,-20.4378184615,-6.1505868462,0.3389390351,0.1729280791,,,,
1491,20110523C1,MgFree,EPSC70MinusCNQMgFree,31,6,-20.49023,-5.194488,-20.4378184615,-6.1505868462,0.3389390351,0.1729280791,,,,
1492,20110523C1,MgFree,EPSC70MinusCNQMgFree,32,7,-20.90553,-6.093332,-20.4378184615,-6.1505868462,0.3389390351,0.1729280791,,,,
1493,20110523C1,MgFree,EPSC70MinusCNQMgFree,33,8,-24.33498,-6.971099,-20.4378184615,-6.1505868462,0.3389390351,0.1729280791,,,,
1494,20110523C1,MgFree,EPSC70MinusCNQMgFree,34,9,-15.04208,-6.411323,-20.4378184615,-6.1505868462,0.3389390351,0.1729280791,,,,
1495,20110523C1,MgFree,EPSC70MinusCNQMgFree,35,10,-15.18344,-2.322686,-20.4378184615,-6.1505868462,0.3389390351,0.1729280791,,,,
1496,20110523C1,MgFree,EPSC70MinusCNQMgFree,36,11,-22.58961,-6.904915,-20.4378184615,-6.1505868462,0.3389390351,0.1729280791,,,,
1497,20110523C1,MgFree,EPSC70MinusCNQMgFree,37,12,-18.20489,-7.841821,-20.4378184615,-6.1505868462,0.3389390351,0.1729280791,,,,
1498,20110523C1,MgFree,EPSC70MinusCNQMgFree,38,13,-18.08869,-3.317102,-20.4378184615,-6.1505868462,0.3389390351,0.1729280791,,,,
1499,20110523C2,MgFree,EPSC70MinusPre,4,1,-48.95799,-1.950809,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1500,20110523C2,MgFree,EPSC70MinusPre,5,2,-64.62974,1.531482,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1501,20110523C2,MgFree,EPSC70MinusPre,6,3,-86.82983,-2.683309,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1502,20110523C2,MgFree,EPSC70MinusPre,7,4,-98.44097,-5.368146,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1503,20110523C2,MgFree,EPSC70MinusPre,9,5,-57.13388,-7.647304,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1504,20110523C2,MgFree,EPSC70MinusPre,10,6,-47.15966,-5.632912,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1505,20110523C2,MgFree,EPSC70MinusPre,12,7,-75.85971,-4.98234,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1506,20110523C2,MgFree,EPSC70MinusPre,13,8,-62.7977,0.5525151,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1507,20110523C2,MgFree,EPSC70MinusPre,14,9,-56.71703,-1.913769,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1508,20110523C2,MgFree,EPSC70MinusPre,15,10,-67.44021,-4.724815,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1509,20110523C2,MgFree,EPSC70MinusPre,16,11,-73.59969,-3.285748,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1510,20110523C2,MgFree,EPSC70MinusPre,17,12,-61.57644,-1.3997,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1511,20110523C2,MgFree,EPSC70MinusPre,18,13,-71.49555,-2.957381,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1512,20110523C2,MgFree,EPSC70MinusPre,19,14,-72.13612,-0.955299,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1513,20110523C2,MgFree,EPSC70MinusPre,20,15,-45.65702,-1.497503,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1514,20110523C2,MgFree,EPSC70MinusPre,21,16,-71.11599,-4.428931,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1515,20110523C2,MgFree,EPSC70MinusPre,22,17,-66.06032,-6.066049,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1516,20110523C2,MgFree,EPSC70MinusPre,23,18,-74.57364,-6.275645,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1517,20110523C2,MgFree,EPSC70MinusPre,24,19,-58.10132,-2.592326,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1518,20110523C2,MgFree,EPSC70MinusPre,25,20,-86.76518,-4.722383,-67.3523995,-3.350018595,0.3158227116,0.1611340365,,,,
1519,20110523C2,MgFree,EPSC70MinusCNQMgFree,35,1,-12.01836,-0.8621456,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1520,20110523C2,MgFree,EPSC70MinusCNQMgFree,36,2,-11.79604,-3.548042,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1521,20110523C2,MgFree,EPSC70MinusCNQMgFree,37,3,-13.37717,-4.365865,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1522,20110523C2,MgFree,EPSC70MinusCNQMgFree,38,4,-13.00452,-2.980537,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1523,20110523C2,MgFree,EPSC70MinusCNQMgFree,40,5,-7.980948,-3.328013,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1524,20110523C2,MgFree,EPSC70MinusCNQMgFree,45,6,-9.556642,-1.700606,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1525,20110523C2,MgFree,EPSC70MinusCNQMgFree,46,7,-7.40669,-1.244669,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1526,20110523C2,MgFree,EPSC70MinusCNQMgFree,47,8,-9.526216,-4.157997,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1527,20110523C2,MgFree,EPSC70MinusCNQMgFree,48,9,-10.16695,-1.490416,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1528,20110523C2,MgFree,EPSC70MinusCNQMgFree,51,10,-9.932263,-4.50295,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1529,20110523C2,MgFree,EPSC70MinusCNQMgFree,53,11,-10.46346,-1.249875,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1530,20110523C2,MgFree,EPSC70MinusCNQMgFree,55,12,-10.38999,-3.876179,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1531,20110523C2,MgFree,EPSC70MinusCNQMgFree,56,13,-9.880538,0.7223484,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1532,20110523C2,MgFree,EPSC70MinusCNQMgFree,58,14,-14.18469,-5.168791,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1533,20110523C2,MgFree,EPSC70MinusCNQMgFree,61,15,-12.03088,-0.6058619,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1534,20110523C2,MgFree,EPSC70MinusCNQMgFree,64,16,-14.69995,-5.832036,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1535,20110523C2,MgFree,EPSC70MinusCNQMgFree,69,17,-8.081681,-1.32256,-10.852764,-2.6773055941,0.3158227116,0.1611340365,,,,
1536,20110523C3,MgFree,EPSC70MinusPre,6,1,-108.4467,-4.104282,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1537,20110523C3,MgFree,EPSC70MinusPre,7,2,-111.8634,-6.095381,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1538,20110523C3,MgFree,EPSC70MinusPre,8,3,-140.3003,-5.289747,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1539,20110523C3,MgFree,EPSC70MinusPre,9,4,-172.1654,-5.643866,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1540,20110523C3,MgFree,EPSC70MinusPre,10,5,-163.2804,-3.324329,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1541,20110523C3,MgFree,EPSC70MinusPre,11,6,-112.1095,-1.790986,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1542,20110523C3,MgFree,EPSC70MinusPre,12,7,-149.0806,-3.685917,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1543,20110523C3,MgFree,EPSC70MinusPre,13,8,-165.4017,-6.07643,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1544,20110523C3,MgFree,EPSC70MinusPre,14,9,-175.8083,-4.073496,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1545,20110523C3,MgFree,EPSC70MinusPre,15,10,-108.4742,-2.016852,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1546,20110523C3,MgFree,EPSC70MinusPre,16,11,-133.6548,-10.39383,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1547,20110523C3,MgFree,EPSC70MinusPre,17,12,-101.5739,-4.018489,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1548,20110523C3,MgFree,EPSC70MinusPre,18,13,-148.9375,-3.387246,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1549,20110523C3,MgFree,EPSC70MinusPre,19,14,-177.7661,-3.230291,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1550,20110523C3,MgFree,EPSC70MinusPre,20,15,-98.97978,-5.050156,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1551,20110523C3,MgFree,EPSC70MinusPre,21,16,-109.8934,-5.15215,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1552,20110523C3,MgFree,EPSC70MinusPre,22,17,-76.13188,-4.588124,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1553,20110523C3,MgFree,EPSC70MinusPre,23,18,-131.1577,-2.81977,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1554,20110523C3,MgFree,EPSC70MinusPre,24,19,-150.8383,-1.887059,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1555,20110523C3,MgFree,EPSC70MinusPre,25,20,-75.55062,-2.612794,-130.570724,-4.26205975,0.2478236333,0.1264406292,,,,
1556,20110523C3,MgFree,EPSC70MinusCNQMgFree,41,1,-14.02915,-3.164845,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1557,20110523C3,MgFree,EPSC70MinusCNQMgFree,42,2,-14.15228,-3.245624,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1558,20110523C3,MgFree,EPSC70MinusCNQMgFree,43,3,-12.38654,-0.2959024,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1559,20110523C3,MgFree,EPSC70MinusCNQMgFree,44,4,-17.50339,-4.457693,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1560,20110523C3,MgFree,EPSC70MinusCNQMgFree,45,5,-12.85184,-2.693595,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1561,20110523C3,MgFree,EPSC70MinusCNQMgFree,46,6,-16.89635,-3.420865,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1562,20110523C3,MgFree,EPSC70MinusCNQMgFree,47,7,-20.00421,-6.699761,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1563,20110523C3,MgFree,EPSC70MinusCNQMgFree,48,8,-12.39489,-3.740079,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1564,20110523C3,MgFree,EPSC70MinusCNQMgFree,49,9,-13.34537,-2.548776,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1565,20110523C3,MgFree,EPSC70MinusCNQMgFree,50,10,-17.8095,-4.53044,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1566,20110523C3,MgFree,EPSC70MinusCNQMgFree,51,11,-17.10301,-5.092223,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1567,20110523C3,MgFree,EPSC70MinusCNQMgFree,52,12,-21.21498,-6.631917,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1568,20110523C3,MgFree,EPSC70MinusCNQMgFree,53,13,-14.99352,-4.746557,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1569,20110523C3,MgFree,EPSC70MinusCNQMgFree,54,14,-21.15785,-3.07619,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1570,20110523C3,MgFree,EPSC70MinusCNQMgFree,55,15,-17.82048,-5.160465,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1571,20110523C3,MgFree,EPSC70MinusCNQMgFree,56,16,-22.51923,-5.393625,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1572,20110523C3,MgFree,EPSC70MinusCNQMgFree,57,17,-19.18491,-5.327883,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1573,20110523C3,MgFree,EPSC70MinusCNQMgFree,58,18,-15.6269,-3.280947,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1574,20110523C3,MgFree,EPSC70MinusCNQMgFree,59,19,-13.68116,-4.264723,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1575,20110523C3,MgFree,EPSC70MinusCNQMgFree,60,20,-15.51333,-4.823593,-16.5094445,-4.12978517,0.2478236333,0.1264406292,,,,
1576,20110607C1,MgFree,EPSC70MinusPre,11,1,-179.6247,-2.855004,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1577,20110607C1,MgFree,EPSC70MinusPre,12,2,-232.5584,-3.998234,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1578,20110607C1,MgFree,EPSC70MinusPre,13,3,-186.2909,-3.340639,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1579,20110607C1,MgFree,EPSC70MinusPre,14,4,-176.1697,-3.472225,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1580,20110607C1,MgFree,EPSC70MinusPre,15,5,-139.9589,-1.478699,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1581,20110607C1,MgFree,EPSC70MinusPre,16,6,-244.1934,-4.571382,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1582,20110607C1,MgFree,EPSC70MinusPre,17,7,-233.6812,-5.888653,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1583,20110607C1,MgFree,EPSC70MinusPre,18,8,-175.9657,-4.921591,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1584,20110607C1,MgFree,EPSC70MinusPre,19,9,-211.025,-4.836312,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1585,20110607C1,MgFree,EPSC70MinusPre,20,10,-183.0684,-5.628182,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1586,20110607C1,MgFree,EPSC70MinusPre,21,11,-257.7599,-7.03106,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1587,20110607C1,MgFree,EPSC70MinusPre,22,12,-270.8881,-4.949103,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1588,20110607C1,MgFree,EPSC70MinusPre,23,13,-181.0133,-2.813578,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1589,20110607C1,MgFree,EPSC70MinusPre,24,14,-184.8292,-6.860483,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1590,20110607C1,MgFree,EPSC70MinusPre,25,15,-177.2334,-2.734103,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1591,20110607C1,MgFree,EPSC70MinusPre,26,16,-157.2283,-3.247544,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1592,20110607C1,MgFree,EPSC70MinusPre,27,17,-216.0924,-3.30882,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1593,20110607C1,MgFree,EPSC70MinusPre,28,18,-152.2717,-6.069093,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1594,20110607C1,MgFree,EPSC70MinusPre,29,19,-227.5105,-3.157938,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1595,20110607C1,MgFree,EPSC70MinusPre,30,20,-152.0876,-5.531643,-196.972535,-4.3347143,0.3518961269,0.1795388403,,,,
1596,20110607C1,MgFree,EPSC70MinusCNQMgFree,31,1,-25.53615,-3.776371,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1597,20110607C1,MgFree,EPSC70MinusCNQMgFree,32,2,-34.11319,-6.860567,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1598,20110607C1,MgFree,EPSC70MinusCNQMgFree,33,3,-32.35706,-7.671233,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1599,20110607C1,MgFree,EPSC70MinusCNQMgFree,34,4,-25.32952,-5.41131,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1600,20110607C1,MgFree,EPSC70MinusCNQMgFree,35,5,-43.59752,-9.011898,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1601,20110607C1,MgFree,EPSC70MinusCNQMgFree,36,6,-31.065,-5.229986,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1602,20110607C1,MgFree,EPSC70MinusCNQMgFree,37,7,-25.8402,-3.732122,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1603,20110607C1,MgFree,EPSC70MinusCNQMgFree,38,8,-23.59516,-5.853313,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1604,20110607C1,MgFree,EPSC70MinusCNQMgFree,39,9,-24.0479,-2.878329,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1605,20110607C1,MgFree,EPSC70MinusCNQMgFree,40,10,-32.58654,-6.420602,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1606,20110607C1,MgFree,EPSC70MinusCNQMgFree,41,11,-40.6881,-8.342064,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1607,20110607C1,MgFree,EPSC70MinusCNQMgFree,42,12,-39.10969,-6.879752,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1608,20110607C1,MgFree,EPSC70MinusCNQMgFree,43,13,-32.26956,-5.273419,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1609,20110607C1,MgFree,EPSC70MinusCNQMgFree,44,14,-38.92113,-6.124586,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1610,20110607C1,MgFree,EPSC70MinusCNQMgFree,45,15,-50.93268,-12.95184,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1611,20110607C1,MgFree,EPSC70MinusCNQMgFree,46,16,-50.24332,-10.91936,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1612,20110607C1,MgFree,EPSC70MinusCNQMgFree,47,17,-52.35331,-11.30717,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1613,20110607C1,MgFree,EPSC70MinusCNQMgFree,48,18,-33.9106,-6.033093,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1614,20110607C1,MgFree,EPSC70MinusCNQMgFree,49,19,-36.3481,-8.459021,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1615,20110607C1,MgFree,EPSC70MinusCNQMgFree,50,20,-34.43968,-7.484228,-35.3642205,-7.0310132,0.3518961269,0.1795388403,,,,
1616,20110802C1,MgFree,EPSC70MinusPre,14,1,-231.6774,-8.117449,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1617,20110802C1,MgFree,EPSC70MinusPre,15,2,-70.04798,-8.391288,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1618,20110802C1,MgFree,EPSC70MinusPre,16,3,-104.7472,-4.453161,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1619,20110802C1,MgFree,EPSC70MinusPre,17,4,-169.5161,-12.46853,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1620,20110802C1,MgFree,EPSC70MinusPre,18,5,-172.9675,-4.774778,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1621,20110802C1,MgFree,EPSC70MinusPre,19,6,-128.4645,-4.185648,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1622,20110802C1,MgFree,EPSC70MinusPre,20,7,-111.2927,-3.251642,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1623,20110802C1,MgFree,EPSC70MinusPre,21,8,-123.6962,-8.105643,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1624,20110802C1,MgFree,EPSC70MinusPre,22,9,-52.94229,-3.292201,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1625,20110802C1,MgFree,EPSC70MinusPre,23,10,-112.9559,-0.9615268,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1626,20110802C1,MgFree,EPSC70MinusPre,24,11,-107.9011,-0.6670821,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1627,20110802C1,MgFree,EPSC70MinusPre,25,12,-60.24565,-2.726955,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1628,20110802C1,MgFree,EPSC70MinusPre,26,13,-100.6545,-0.6942401,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1629,20110802C1,MgFree,EPSC70MinusPre,27,14,-141.2841,-3.785792,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1630,20110802C1,MgFree,EPSC70MinusPre,28,15,-204.4707,-4.15051,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1631,20110802C1,MgFree,EPSC70MinusPre,29,16,-178.1718,-6.858886,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1632,20110802C1,MgFree,EPSC70MinusPre,30,17,-190.2287,-4.195221,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1633,20110802C1,MgFree,EPSC70MinusPre,31,18,-89.86115,-8.773353,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1634,20110802C1,MgFree,EPSC70MinusPre,32,19,-63.21674,-1.07986,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1635,20110802C1,MgFree,EPSC70MinusPre,33,20,-104.2769,-2.154053,-125.9309555,-4.65439095,0.8450173938,0.4311313234,,,,
1636,20110802C1,MgFree,EPSC70MinusCNQMgFree,31,1,-34.88171,-12.85819,-54.2927795,-23.1137025,0.8450173938,0.4311313234,,,,
1637,20110802C1,MgFree,EPSC70MinusCNQMgFree,32,2,-40.80905,-15.40985,-54.2927795,-23.1137025,0.8450173938,0.4311313234,,,,
1638,20110802C1,MgFree,EPSC70MinusCNQMgFree,33,3,-44.81783,-19.06014,-54.2927795,-23.1137025,0.8450173938,0.4311313234,,,,
1639,20110802C1,MgFree,EPSC70MinusCNQMgFree,34,4,-50.26226,-19.21973,-54.2927795,-23.1137025,0.8450173938,0.4311313234,,,,
1640,20110802C1,MgFree,EPSC70MinusCNQMgFree,35,5,-54.58741,-21.97785,-54.2927795,-23.1137025,0.8450173938,0.4311313234,,,,
1641,20110802C1,MgFree,EPSC70MinusCNQMgFree,36,6,-45.78883,-17.79968,-54.2927795,-23.1137025,0.8450173938,0.4311313234,,,,
